item,price,high_alch,low_alch
Inquisitor's plateskirt,144018865.0,450000.0,300000.0
Insect repellent,348.0,1.0,1.0
Insulated boots,585.0,120.0,80.0
Iorwerth camp teleport,3563.0,6.0,4.0
Irit leaf,1284.0,24.0,16.0
Irit potion (unf),1435.0,24.0,16.0
Irit seed,89.0,3.0,2.0
Irit tar,8.0,1.0,1.0
Iron 2h sword,69.0,168.0,112.0
Iron arrow,7.0,1.0,1.0
Iron arrow(p),52.0,1.0,1.0
Iron arrow(p+),28.0,1.0,1.0
Iron arrow(p++),111.0,1.0,1.0
Iron arrowtips,9.0,1.0,1.0
Iron axe,94.0,33.0,22.0
Iron bar,360.0,16.0,11.0
Iron battleaxe,53.0,109.0,72.0
Iron bolts,10.0,1.0,1.0
Iron bolts (p),213.0,1.0,1.0
Iron bolts (p+),328.0,1.0,1.0
Iron bolts (p++),896.0,1.0,1.0
Iron bolts (unf),17.0,1.0,1.0
Iron boots,4149.0,50.0,33.0
Iron brutal,148.0,6.0,4.0
Iron chainbody,68.0,126.0,84.0
Iron claws,119.0,30.0,20.0
Iron crossbow,342.0,94.0,62.0
Iron crossbow (u),72.0,73.0,49.0
Iron dagger,98.0,21.0,14.0
Iron dagger(p),101.0,21.0,14.0
Iron dagger(p+),2556.0,21.0,14.0
Iron dagger(p++),4575.0,21.0,14.0
Iron dart,13.0,1.0,1.0
Iron dart (p),50.0,1.0,1.0
Iron dart tip,60.0,1.0,1.0
Iron dart(p+),36.0,1.0,1.0
Iron dart(p++),110.0,1.0,1.0
Iron dragon mask,9103.0,6000.0,4000.0
Iron felling axe,1350.0,33.0,22.0
Iron full helm,159.0,92.0,61.0
Iron full helm (g),176903.0,96.0,64.0
Iron full helm (t),53208.0,96.0,64.0
Iron gold-trimmed set (lg),748885.0,540.0,360.0
Iron gold-trimmed set (sk),710131.0,540.0,360.0
Iron halberd,842.0,168.0,112.0
Iron hasta,19.0,54.0,36.0
Iron hasta(p),2968.0,54.0,36.0
Iron hasta(p+),3029.0,54.0,36.0
Iron hasta(p++),3464.0,54.0,36.0
Iron javelin,3.0,3.0,2.0
Iron javelin heads,30.0,21.0,14.0
Iron javelin(p),29.0,3.0,2.0
Iron javelin(p+),11.0,3.0,2.0
Iron javelin(p++),14.0,3.0,2.0
Iron kiteshield,76.0,142.0,95.0
Iron kiteshield (g),140641.0,144.0,96.0
Iron kiteshield (t),24363.0,144.0,96.0
Iron knife,40.0,1.0,1.0
Iron knife(p),275.0,1.0,1.0
Iron knife(p+),303.0,1.0,1.0
Iron knife(p++),1406.0,1.0,1.0
Iron limbs,101.0,42.0,28.0
Iron longsword,63.0,84.0,56.0
Iron mace,40.0,37.0,25.0
Iron med helm,51.0,50.0,33.0
Iron nails,16.0,2.0,1.0
Iron ore,256.0,10.0,6.0
Iron pickaxe,69.0,84.0,56.0
Iron platebody,115.0,336.0,224.0
Iron platebody (g),330242.0,336.0,224.0
Iron platebody (t),83432.0,336.0,224.0
Iron platelegs,183.0,168.0,112.0
Iron platelegs (g),43928.0,168.0,112.0
Iron platelegs (t),22872.0,168.0,112.0
Iron plateskirt,64.0,168.0,112.0
Iron plateskirt (g),3821.0,168.0,112.0
Iron plateskirt (t),3283.0,168.0,112.0
Iron scimitar,94.0,67.0,44.0
Iron set (lg),924.0,540.0,360.0
Iron set (sk),745.0,540.0,360.0
Iron spear,996.0,54.0,36.0
Iron spear(p),1434.0,54.0,36.0
Iron spear(p+),76.0,54.0,36.0
Iron spear(p++),5661.0,54.0,36.0
Iron spit,273.0,38.0,25.0
Iron sq shield,30.0,100.0,67.0
Iron sword,90.0,54.0,36.0
Iron thrownaxe,29.0,4.0,2.0
Iron trimmed set (lg),226274.0,540.0,360.0
Iron trimmed set (sk),168615.0,540.0,360.0
Iron warhammer,26.0,103.0,69.0
Ivory comb,1019.0,6.0,4.0
Ixcoztic white,113.0,60.0,40.0
Jade,248.0,90.0,60.0
Jade amulet,1022.0,630.0,420.0
Jade amulet (u),823.0,630.0,420.0
Jade bolt tips,20.0,6.0,4.0
Jade bracelet,658.0,780.0,520.0
Jade dragon bolts,1239.0,360.0,240.0
Jade dragon bolts (e),1123.0,378.0,252.0
Jade machete,12468.0,600.0,400.0
Jade necklace,753.0,765.0,510.0
Jade ring,728.0,765.0,510.0
Jaguar fur,976.0,48.0,32.0
Jangerberries,639.0,1.0,1.0
Jangerberry seed,2.0,36.0,24.0
Jar of chemicals,92928.0,1.0,1.0
Jar of darkness,370442.0,1.0,1.0
Jar of decay,47590.0,1.0,1.0
Jar of dirt,28307.0,1.0,1.0
Jar of dreams,1423023.0,1.0,1.0
Jar of eyes,114665.0,1.0,1.0
Jar of miasma,56109.0,1.0,1.0
Jar of sand,941528.0,1.0,1.0
Jar of smoke,71302.0,1.0,1.0
Jar of souls,92452.0,1.0,1.0
Jar of spirits,147207.0,1.0,1.0
Jar of stone,3598171.0,1.0,1.0
Jar of swamp,61493.0,1.0,1.0
Javelin shaft,1.0,1.0,1.0
Jerboa tail,111.0,1.0,1.0
Jester cape,39249.0,600.0,400.0
Jogre bones,517.0,1.0,1.0
Jug,4.0,1.0,1.0
Jug of water,27.0,1.0,1.0
Jug of wine,3.0,1.0,1.0
Jungle camo legs,1403.0,12.0,8.0
Jungle camo top,2021.0,12.0,8.0
Jungle demon mask,36871.0,2400.0,1600.0
Justiciar armour set,39127715.0,87000.0,58000.0
Justiciar chestguard,14393768.0,3600000.0,2400000.0
Justiciar faceguard,12671583.0,1200000.0,800000.0
Justiciar legguards,11620051.0,2700000.0,1800000.0
Jute fibre,1086.0,3.0,2.0
Jute seed,4.0,3.0,2.0
Karambwan vessel,1753.0,3.0,2.0
Karambwan vessel (baited),2301.0,24.0,16.0
Karidian disguise,366.0,1.0,1.0
Karil's armour set,2305909.0,120000.0,80000.0
Karil's coif,55684.0,7800.0,5200.0
Karil's coif 0,17301.0,7800.0,5200.0
Karil's crossbow,102890.0,96000.0,64000.0
Karil's crossbow 0,95073.0,96000.0,64000.0
Karil's leatherskirt,694449.0,28200.0,18800.0
Karil's leatherskirt 0,621991.0,28200.0,18800.0
Karil's leathertop,1341373.0,30000.0,20000.0
Karil's leathertop 0,1271326.0,30000.0,20000.0
Katana,104207.0,14400.0,9600.0
Kebab,71.0,1.0,1.0
Kebab mix,313.0,5.0,3.0
Kebbit bolts,76.0,10.0,7.0
Kebbit claws,620.0,25.0,17.0
Kebbit spike,590.0,54.0,36.0
Kebbit teeth,405.0,96.0,64.0
Kebbit teeth dust,608.0,96.0,64.0
Keg of beer,806.0,150.0,100.0
Kharidian headpiece,236.0,1.0,1.0
Kharyrll teleport (tablet),1124.0,1.0,1.0
Khazard teleport (tablet),999.0,1.0,1.0
King worm,365.0,1.0,1.0
Kitchen knife,8152.0,4800.0,3200.0
Kitchen table (flatpack),3.0,6.0,4.0
Knife,49.0,3.0,2.0
Kodai insignia,110685667.0,90000.0,60000.0
Kodai wand,114153907.0,90000.0,60000.0
Kourend castle teleport (tablet),565.0,1.0,1.0
Kovac's grog,62800.0,1.0,1.0
Kraken tentacle,610818.0,50004.0,33336.0
Krandorian hops,88.0,6.0,4.0
Krandorian seed,4.0,4.0,3.0
Kwuarm,3183.0,32.0,21.0
Kwuarm potion (unf),3385.0,32.0,21.0
Kwuarm seed,1852.0,6.0,4.0
Kyatt fur,218.0,96.0,64.0
Kyatt hat,1178.0,600.0,400.0
Kyatt legs,796.0,120.0,80.0
Kyatt top,818.0,120.0,80.0
Lantadyme,1687.0,40.0,27.0
Lantadyme potion (unf),1827.0,40.0,27.0
Lantadyme seed,183.0,5.0,3.0
Lantern lens,16.0,42.0,28.0
Large oak bed (flatpack),567.0,6.0,4.0
Large teak bed (flatpack),4025.0,6.0,4.0
Larran's key,155969.0,1.0,1.0
Larupia fur,486.0,48.0,32.0
Larupia hat,1678.0,300.0,200.0
Larupia legs,722.0,60.0,40.0
Larupia top,688.0,60.0,40.0
Lassar teleport (tablet),1060.0,1.0,1.0
Lava battlestaff,9417.0,10200.0,6800.0
Lava dragon bones,6599.0,90.0,60.0
Lava dragon mask,2534802.0,6000.0,4000.0
Lava rune,20.0,12.0,8.0
Lava scale,319.0,30.0,20.0
Lava scale shard,58.0,12.0,8.0
Lava staff upgrade kit,371775.0,900.0,600.0
Law rune,129.0,144.0,96.0
Leaf-bladed battleaxe,60136.0,57600.0,38400.0
Leaf-bladed sword,40311.0,40800.0,27200.0
Lean snail,2142.0,6.0,4.0
Lean snail meat,2534.0,12.0,8.0
Leaping salmon,24.0,1.0,1.0
Leaping sturgeon,85.0,2.0,1.0
Leaping trout,17.0,1.0,1.0
Leather,323.0,1.0,1.0
Leather body,10.0,12.0,8.0
Leather body (g),201055.0,510.0,340.0
Leather boots,38.0,3.0,2.0
Leather chaps,11.0,12.0,8.0
Leather chaps (g),18839.0,510.0,340.0
Leather cowl,3.0,14.0,9.0
Leather gloves,4.0,3.0,2.0
Leather vambraces,3.0,10.0,7.0
Leaves,75.0,1.0,1.0
Left eye patch,20036.0,1.0,1.0
Lemon,94.0,1.0,1.0
Lemon chunks,115.0,1.0,1.0
Lemon slices,131.0,1.0,1.0
Leprechaun hat,12550.0,600.0,400.0
Lesser demon mask,10144.0,2400.0,1600.0
Light ballista,989696.0,75000.0,50000.0
Light bow tie,196076.0,3000.0,2000.0
Light frame,29489.0,30000.0,20000.0
Light infinity colour kit,7876.0,3000.0,2000.0
Light orb,272.0,210.0,140.0
Light trousers,410386.0,3600.0,2400.0
Light tuxedo cuffs,448762.0,1800.0,1200.0
Light tuxedo jacket,3133306.0,6000.0,4000.0
Light tuxedo shoes,1368351.0,1800.0,1200.0
Lightbearer,2378378.0,1.0,1.0
Lily of the sands,2205.0,1.0,1.0
Lime,175.0,1.0,1.0
Lime chunks,183.0,1.0,1.0
Lime slices,166.0,1.0,1.0
Limestone,209.0,6.0,4.0
Limestone brick,309.0,12.0,8.0
Limpwurt root,441.0,4.0,2.0
Limpwurt seed,35.0,7.0,4.0
Linen,1324.0,18.0,12.0
Lizardkicker,175.0,3.0,2.0
Lizardman fang,19.0,36.0,24.0
Loar remains,133.0,1.0,1.0
Lobster,155.0,42.0,28.0
Lobster pot,141.0,12.0,8.0
Lockpick,128.0,12.0,8.0
Locust meat,41.0,1.0,1.0
Log brace,702901.0,1.0,1.0
Logs,96.0,2.0,1.0
Long kebbit bolts,80.0,18.0,12.0
Long kebbit spike,559.0,90.0,60.0
Longbow,42.0,48.0,32.0
Longbow (u),3.0,36.0,24.0
Loop half of key,13207.0,60.0,40.0
Looting bag note,41976.0,54.0,36.0
Lovakengj banner,983.0,42.0,28.0
Lovakengj hood,2668.0,1.0,1.0
Lovakengj scarf,5360.0,6000.0,4000.0
Lumberyard teleport,7662.0,6.0,4.0
Lumbridge teleport (tablet),427.0,1.0,1.0
Lunar isle teleport,3696.0,6.0,4.0
M. treasure chest (flatpack),2959.0,6.0,4.0
Machete,487.0,24.0,16.0
Mackerel,24.0,9.0,6.0
Mage's book,2089433.0,300.0,200.0
Magic bird house,2148.0,3.0,2.0
Magic box,419.0,360.0,240.0
Magic cape rack (flatpack),963264.0,6.0,4.0
Magic comp bow,1892.0,1500.0,1000.0
Magic essence mix(1),404.0,78.0,52.0
Magic essence mix(2),2050.0,108.0,72.0
Magic fang,4553756.0,61200.0,40800.0
Magic leaves,587.0,1.0,1.0
Magic logs,1012.0,192.0,128.0
Magic longbow,1330.0,1536.0,1024.0
Magic longbow (u),1065.0,768.0,512.0
Magic mix(1),296.0,90.0,60.0
Magic mix(2),138.0,120.0,80.0
Magic potion(1),42.0,90.0,60.0
Magic potion(2),49.0,120.0,80.0
Magic potion(3),90.0,150.0,100.0
Magic potion(4),156.0,180.0,120.0
Magic pyre logs,4240.0,384.0,256.0
Magic roots,8142.0,1.0,1.0
Magic sapling,104525.0,1.0,1.0
Magic seed,101465.0,253.0,168.0
Magic shield,465.0,768.0,512.0
Magic shortbow,841.0,960.0,640.0
Magic shortbow (u),783.0,480.0,320.0
Magic shortbow scroll,68698.0,3000.0,2000.0
Magic staff,224.0,120.0,80.0
Magic stock,194.0,168.0,112.0
Magic stone,988174.0,450000.0,300000.0
Magic string,3176.0,1.0,1.0
Magpie impling jar,28626.0,30.0,20.0
Magus ring,47650793.0,1.0,1.0
Mahogany armchair (flatpack),125.0,6.0,4.0
Mahogany armour case (flatpack),4389.0,6.0,4.0
Mahogany bench (flatpack),82.0,6.0,4.0
Mahogany bird house,1644.0,3.0,2.0
Mahogany bookcase (flatpack),9.0,6.0,4.0
Mahogany cape rack (flatpack),1231.0,6.0,4.0
Mahogany dresser (flatpack),2091.0,6.0,4.0
Mahogany fancy dress box (flatpack),3653.0,6.0,4.0
Mahogany logs,474.0,30.0,20.0
Mahogany magic wardrobe (flatpack),1385.0,6.0,4.0
Mahogany plank,2222.0,900.0,600.0
Mahogany pyre logs,3067.0,120.0,80.0
Mahogany sapling,2037.0,1.0,1.0
Mahogany seed,1039.0,28.0,19.0
Mahogany stock,12.0,79.0,53.0
Mahogany table (flatpack),13.0,6.0,4.0
Mahogany toy box (flatpack),844.0,6.0,4.0
Mahogany wardrobe (flatpack),1362.0,6.0,4.0
Malediction shard 1,988833.0,18600.0,12400.0
Malediction shard 2,710005.0,18600.0,12400.0
Malediction shard 3,103569.0,18600.0,12400.0
Malediction ward,1931240.0,27000.0,18000.0
Malicious ashes,1380.0,1.0,1.0
Manta ray,1637.0,120.0,80.0
Maple bird house,1012.0,3.0,2.0
Maple blackjack,1909.0,720.0,480.0
Maple blackjack(d),1062.0,960.0,640.0
Maple blackjack(o),813.0,960.0,640.0
Maple leaves,290.0,1.0,1.0
Maple logs,14.0,48.0,32.0
Maple longbow,311.0,384.0,256.0
Maple longbow (u),108.0,192.0,128.0
Maple pyre logs,2547.0,96.0,64.0
Maple roots,78.0,1.0,1.0
Maple sapling,6417.0,1.0,1.0
Maple seed,5052.0,28.0,19.0
Maple shield,13.0,192.0,128.0
Maple shortbow,195.0,240.0,160.0
Maple shortbow (u),59.0,120.0,80.0
Maple stock,11.0,60.0,40.0
Marble block,335307.0,150000.0,100000.0
Marble cape rack (flatpack),381629.0,6.0,4.0
Marble magic wardrobe (flatpack),441334.0,6.0,4.0
Marigold seed,3.0,1.0,1.0
Marigolds,250.0,1.0,1.0
Marrentill,279.0,3.0,2.0
Marrentill potion (unf),214.0,3.0,2.0
Marrentill seed,19.0,1.0,1.0
Marrentill tar,1.0,1.0,1.0
Mask of ranul,11642.0,3000.0,2000.0
Masori armour set (f),204628630.0,1.0,1.0
Masori body,62911069.0,1.0,1.0
Masori body (f),103409533.0,1.0,1.0
Masori chaps,50606196.0,1.0,1.0
Masori chaps (f),80825417.0,1.0,1.0
Masori mask,9341353.0,1.0,1.0
Masori mask (f),19437187.0,1.0,1.0
Master scroll book (empty),209365.0,3000.0,2000.0
Master wand,1786557.0,60000.0,40000.0
Mature cider,131053.0,1.0,1.0
Mature wmb,20992.0,1.0,1.0
Meat pie,57.0,9.0,6.0
Meat pizza,328.0,30.0,20.0
Meat tenderiser,26281.0,24900.0,16600.0
Menaphite purple hat,1461.0,21.0,14.0
Menaphite purple kilt,1019.0,12.0,8.0
Menaphite purple robe,1628.0,24.0,16.0
Menaphite purple top,1850.0,12.0,8.0
Menaphite red hat,647.0,21.0,14.0
Menaphite red kilt,220.0,12.0,8.0
Menaphite red robe,640.0,24.0,16.0
Menaphite red top,806.0,12.0,8.0
Menaphite remedy(1),534.0,1.0,1.0
Menaphite remedy(2),807.0,1.0,1.0
Menaphite remedy(3),1202.0,1.0,1.0
Menaphite remedy(4),2269.0,1.0,1.0
Merfolk trident,2026536.0,240.0,160.0
Metztonalli white,914.0,300.0,200.0
Minced meat,292.0,4.0,3.0
Mind altar teleport (tablet),1729.0,1.0,1.0
Mind bomb(4),26757.0,1.0,1.0
Mind bomb(m4),29863.0,1.0,1.0
Mind helmet,3533.0,1800.0,1200.0
Mind rune,3.0,1.0,1.0
Mind shield,53225.0,1800.0,1200.0
Mind talisman,2611.0,2.0,1.0
Mind tiara,14.0,60.0,40.0
Mining helmet,1491.0,360.0,240.0
Mint cake,148261.0,150.0,100.0
Mirror shield,4846.0,3000.0,2000.0
Mist battlestaff,79550.0,9300.0,6200.0
Mist rune,119.0,12.0,8.0
Mith grapple,1739.0,1.0,1.0
Mith grapple (unf),1251.0,28.0,19.0
Mith grapple tip,644.0,18.0,12.0
Mithril 2h sword,1257.0,1560.0,1040.0
Mithril arrow,5.0,19.0,12.0
Mithril arrow(p),121.0,19.0,12.0
Mithril arrow(p+),198.0,19.0,12.0
Mithril arrow(p++),245.0,19.0,12.0
Mithril arrowtips,45.0,9.0,6.0
Mithril axe,119.0,312.0,208.0
Mithril bar,748.0,180.0,120.0
Mithril battleaxe,949.0,1014.0,676.0
Mithril bolts,24.0,12.0,8.0
Mithril bolts (p),250.0,12.0,8.0
Mithril bolts (p+),539.0,12.0,8.0
Mithril bolts (p++),1256.0,12.0,8.0
Mithril bolts (unf),61.0,1.0,1.0
Mithril boots,684.0,468.0,312.0
Mithril brutal,201.0,30.0,20.0
Mithril chainbody,951.0,1170.0,780.0
Mithril claws,667.0,285.0,190.0
Mithril crossbow,1638.0,469.0,313.0
Mithril crossbow (u),663.0,450.0,300.0
Mithril dagger,111.0,195.0,130.0
Mithril dagger(p),62.0,195.0,130.0
Mithril dagger(p+),3212.0,195.0,130.0
Mithril dagger(p++),3234.0,195.0,130.0
Mithril dart,5.0,15.0,10.0
Mithril dart tip,97.0,7.0,4.0
Mithril dart(p),142.0,15.0,10.0
Mithril dart(p+),184.0,15.0,10.0
Mithril dart(p++),810.0,15.0,10.0
Mithril dragon mask,8326.0,6000.0,4000.0
Mithril felling axe,18856.0,312.0,208.0
Mithril full helm,775.0,858.0,572.0
Mithril full helm (g),9268.0,858.0,572.0
Mithril full helm (t),4042.0,858.0,572.0
Mithril gold-trimmed set (lg),37486.0,3000.0,2000.0
Mithril gold-trimmed set (sk),45364.0,3000.0,2000.0
Mithril halberd,6135.0,1560.0,1040.0
Mithril hasta,272.0,507.0,338.0
Mithril hasta(p),5507.0,507.0,338.0
Mithril hasta(p+),9289.0,507.0,338.0
Mithril hasta(p++),7637.0,507.0,338.0
Mithril javelin,10.0,38.0,25.0
Mithril javelin heads,136.0,99.0,66.0
Mithril javelin(p),50.0,38.0,25.0
Mithril javelin(p+),23.0,38.0,25.0
Mithril javelin(p++),28.0,38.0,25.0
Mithril kiteshield,1047.0,1326.0,884.0
Mithril kiteshield (g),10536.0,1326.0,884.0
Mithril kiteshield (t),4848.0,1326.0,884.0
Mithril knife,134.0,16.0,10.0
Mithril knife(p),390.0,16.0,10.0
Mithril knife(p+),422.0,16.0,10.0
Mithril knife(p++),1302.0,16.0,10.0
Mithril limbs,529.0,390.0,260.0
Mithril longsword,576.0,780.0,520.0
Mithril mace,155.0,351.0,234.0
Mithril med helm,226.0,468.0,312.0
Mithril nails,48.0,10.0,7.0
Mithril ore,161.0,97.0,64.0
Mithril pickaxe,426.0,780.0,520.0
Mithril platebody,2779.0,3120.0,2080.0
Mithril platebody (g),5478.0,3120.0,2080.0
Mithril platebody (t),4704.0,3120.0,2080.0
Mithril platelegs,1239.0,1560.0,1040.0
Mithril platelegs (g),3586.0,1560.0,1040.0
Mithril platelegs (t),5937.0,1560.0,1040.0
Mithril plateskirt,1369.0,1560.0,1040.0
Mithril plateskirt (g),2048.0,1560.0,1040.0
Mithril plateskirt (t),2035.0,1560.0,1040.0
Mithril scimitar,460.0,624.0,416.0
Mithril seeds,1114.0,120.0,80.0
Mithril set (lg),7010.0,3000.0,2000.0
Mithril set (sk),6848.0,3000.0,2000.0
Mithril spear,299.0,507.0,338.0
Mithril spear(p),257.0,507.0,338.0
Mithril spear(p+),5417.0,507.0,338.0
Mithril spear(p++),3916.0,507.0,338.0
Mithril sq shield,778.0,936.0,624.0
Mithril sword,283.0,507.0,338.0
Mithril thrownaxe,188.0,42.0,28.0
Mithril trimmed set (lg),32362.0,3000.0,2000.0
Mithril trimmed set (sk),34433.0,3000.0,2000.0
Mithril warhammer,939.0,996.0,664.0
Mixed flowers,72.0,60.0,40.0
Mixed hide base,13927.0,5400.0,3600.0
Mixed hide boots,16141.0,2400.0,1600.0
Mixed hide cape,15697.0,2400.0,1600.0
Mixed hide legs,17082.0,2400.0,1600.0
Mixed hide top,15784.0,2400.0,1600.0
Mole claw,9047.0,360.0,240.0
Mole skin,8515.0,240.0,160.0
Mole slippers,623281.0,600.0,400.0
Molten glass,85.0,1.0,1.0
Monk's robe,480.0,18.0,12.0
Monk's robe (g),2856171.0,18.0,12.0
Monk's robe (t),14211.0,300.0,200.0
Monk's robe top,762.0,24.0,16.0
Monk's robe top (g),8122522.0,30.0,20.0
Monk's robe top (t),40546.0,300.0,200.0
Monkey bar,570.0,30.0,20.0
Monkey bones,574.0,1.0,1.0
Monkey nuts,90.0,1.0,1.0
Monkey tail,913761.0,30000.0,20000.0
Monkfish,370.0,138.0,92.0
Monocle,19476.0,720.0,480.0
Moon-lite,20.0,9.0,6.0
Moonclan teleport (tablet),974.0,1.0,1.0
Moonlight antelope antler,2406.0,1.0,1.0
Moonlight antelope fur,519.0,6.0,4.0
Moonlight antler bolts,219.0,18.0,12.0
Moonlight mead,123.0,3.0,2.0
Moonlight mead(4),37596.0,1.0,1.0
Moonlight mead(m),5093.0,3.0,2.0
Moonlight mead(m4),135145.0,1.0,1.0
Moonlight moth (item),946.0,1.0,1.0
Moonlight moth mix (1),791.0,18.0,12.0
Moonlight moth mix (2),2683.0,18.0,12.0
Morrigan's javelin,20000.0,2400.0,1600.0
Morrigan's throwing axe,20000.0,2400.0,1600.0
Mort myre fungus,396.0,1.0,1.0
Mort myre pear,3160.0,1.0,1.0
Mort myre stem,1155.0,1.0,1.0
Mort'ton teleport,37582.0,6.0,4.0
Mos le'harmless teleport,2739.0,6.0,4.0
Mottled eel,319.0,1.0,1.0
Mud battlestaff,23062.0,10200.0,6800.0
Mud pie,1345.0,32.0,21.0
Mud rune,105.0,12.0,8.0
Muddy key,6357.0,48.0,32.0
Mummy's body,3126977.0,1.0,1.0
Mummy's feet,604200.0,1.0,1.0
Mummy's hands,516637.0,1.0,1.0
Mummy's head,2056455.0,1.0,1.0
Mummy's legs,2026149.0,1.0,1.0
Mushroom,304.0,22.0,15.0
Mushroom & onion,298.0,27.0,18.0
Mushroom pie,2776.0,18.0,12.0
Mushroom potato,1004.0,27.0,18.0
Mushroom spore,86.0,51.0,34.0
Musketeer hat,118513.0,2100.0,1400.0
Musketeer pants,17036.0,1122.0,748.0
Musketeer tabard,18761.0,1128.0,752.0
Myre snelm,41.0,180.0,120.0
Mystic air staff,25297.0,25500.0,17000.0
Mystic boots,5984.0,6000.0,4000.0
Mystic boots (dark),89630.0,6000.0,4000.0
Mystic boots (dusk),28574.0,6000.0,4000.0
Mystic boots (light),11359.0,6000.0,4000.0
Mystic dust staff,48972.0,25500.0,17000.0
Mystic earth staff,25166.0,25500.0,17000.0
Mystic fire staff,25539.0,25500.0,17000.0
Mystic gloves,5673.0,6000.0,4000.0
Mystic gloves (dark),5617.0,6000.0,4000.0
Mystic gloves (dusk),27302.0,6000.0,4000.0
Mystic gloves (light),7701.0,6000.0,4000.0
Mystic hat,14118.0,9000.0,6000.0
Mystic hat (dark),84665.0,9000.0,6000.0
Mystic hat (dusk),27341.0,9000.0,6000.0
Mystic hat (light),9536.0,9000.0,6000.0
Mystic lava staff,26265.0,27000.0,18000.0
Mystic mist staff,115839.0,25500.0,17000.0
Mystic mud staff,65570.0,27000.0,18000.0
Mystic robe bottom,47442.0,48000.0,32000.0
Mystic robe bottom (dark),48208.0,48000.0,32000.0
Mystic robe bottom (dusk),75127.0,48000.0,32000.0
Mystic robe bottom (light),47418.0,48000.0,32000.0
Mystic robe top,71542.0,72000.0,48000.0
Mystic robe top (dark),71755.0,72000.0,48000.0
Mystic robe top (dusk),90346.0,72000.0,48000.0
Mystic robe top (light),71407.0,72000.0,48000.0
Mystic set (blue),156247.0,141000.0,94000.0
Mystic set (dark),317793.0,141000.0,94000.0
Mystic set (dusk),272672.0,141000.0,94000.0
Mystic set (light),156158.0,141000.0,94000.0
Mystic smoke staff,2148159.0,25500.0,17000.0
Mystic steam staff,89541.0,27000.0,18000.0
Mystic water staff,25165.0,25500.0,17000.0
Nail beast nails,1602.0,180.0,120.0
Nardah teleport,33095.0,6.0,4.0
Nasturtium seed,2.0,6.0,4.0
Nasturtiums,316.0,2.0,1.0
Nature impling jar,7143.0,30.0,20.0
Nature offerings,62.0,1.0,1.0
Nature rune,109.0,108.0,72.0
Nature talisman,328.0,2.0,1.0
Nature tiara,26.0,60.0,40.0
Navy cavalier,5304.0,120.0,80.0
Necklace mould,193.0,3.0,2.0
Necklace of anguish,22835388.0,121200.0,80800.0
Necklace of faith,951.0,855.0,570.0
Necklace of passage(5),1184.0,765.0,510.0
Needle,20.0,1.0,1.0
Neitiznot shield,2087.0,300.0,200.0
Nice hedge (bagged),11575.0,6000.0,4000.0
Nightmare staff,66762749.0,360000.0,240000.0
Nihil dust,4832.0,300.0,200.0
Nihil horn,285385042.0,90000.0,60000.0
Nihil shard,4971.0,300.0,200.0
Ninja impling jar,58718.0,30.0,20.0
Noose wand,2.0,2.0,1.0
Nose peg,741.0,120.0,80.0
Noxious halberd,38843922.0,300000.0,200000.0
Numulite,51.0,6.0,4.0
Nunchaku,8839.0,3600.0,2400.0
Oak armchair (flatpack),46.0,6.0,4.0
Oak armour case (flatpack),19.0,6.0,4.0
Oak bed (flatpack),3912.0,6.0,4.0
Oak bench (flatpack),96.0,6.0,4.0
Oak bird house,1052.0,3.0,2.0
Oak blackjack(d),763.0,240.0,160.0
Oak blackjack(o),1532.0,240.0,160.0
Oak bookcase (flatpack),11.0,6.0,4.0
Oak cape rack (flatpack),25.0,6.0,4.0
Oak chair (flatpack),219.0,6.0,4.0
Oak clock (flatpack),332.0,6.0,4.0
Oak dining table (flatpack),7.0,6.0,4.0
Oak drawers (flatpack),32.0,6.0,4.0
Oak dresser (flatpack),140.0,6.0,4.0
Oak fancy dress box (flatpack),19.0,6.0,4.0
Oak kitchen table (flatpack),16.0,6.0,4.0
Oak leaves,75.0,1.0,1.0
Oak logs,64.0,12.0,8.0
Oak longbow,36.0,96.0,64.0
Oak longbow (u),30.0,48.0,32.0
Oak magic wardrobe (flatpack),20.0,6.0,4.0
Oak plank,540.0,150.0,100.0
Oak pyre logs,2087.0,24.0,16.0
Oak roots,114.0,1.0,1.0
Oak sapling,580.0,1.0,1.0
Oak shaving stand (flatpack),85.0,6.0,4.0
Oak shield,3.0,48.0,32.0
Oak shortbow,40.0,60.0,40.0
Oak shortbow (u),32.0,30.0,20.0
Oak stock,10.0,16.0,10.0
Oak toy box (flatpack),16.0,6.0,4.0
Oak treasure chest (flatpack),24.0,6.0,4.0
Oak wardrobe (flatpack),9.0,6.0,4.0
Obsidian armour set,2942631.0,75600.0,50400.0
Obsidian cape,781834.0,36000.0,24000.0
Obsidian cape (r),787010.0,36000.0,24000.0
Obsidian helmet,774527.0,33792.0,22528.0
Obsidian platebody,1167539.0,50400.0,33600.0
Obsidian platelegs,932268.0,40200.0,26800.0
Occult necklace,686064.0,27000.0,18000.0
Occult ornament kit,3949327.0,3000.0,2000.0
Ochre snelm,34.0,180.0,120.0
Odium shard 1,2924356.0,18600.0,12400.0
Odium shard 2,1386138.0,18600.0,12400.0
Odium shard 3,120111.0,18600.0,12400.0
Odium ward,4847066.0,27000.0,18000.0
Ogre arrow,164.0,15.0,10.0
Ogre arrow shaft,79.0,1.0,1.0
Ogre coffin key,3110.0,60.0,40.0
Oil lamp,1250.0,16.0,11.0
Oil lantern,820.0,75.0,50.0
